time,temperature,gas,humidity,pressure,altitude,Concentration Units (Standard) PM 1.0,Concentration Units (Standard) PM 2.5,Concentration Units (Standard) PM 10.0
1677279900,11.55695313,81605,46.24780427,996.3584617,141.5924153,1,2,2
1677279901,11.5159375,81765,46.32713521,996.3618981,141.563413,1,2,2
1677279902,11.47707031,81765,46.4127071,996.355493,141.6174704,1,2,2
1677279903,11.43703125,81526,46.53409855,996.357194,141.6031146,1,3,3
1677279904,11.39855469,81925,46.69167364,996.3598295,141.5808712,1,3,3
1677279906,11.36183594,82005,46.82559187,996.3570103,141.6046646,0,2,2
1677279907,11.32550781,81925,46.98364913,996.3632375,141.5521084,1,2,2
1677279908,11.29582031,81765,47.16057379,996.3688453,141.5047803,1,2,2
1677279909,11.27316406,81526,47.37450923,996.3644168,141.5421557,1,2,2
1677279910,11.25714844,81289,47.58340128,996.3694492,141.4996834,1,3,3
1677279912,11.24308594,81765,47.85908437,996.3760783,141.443736,1,3,3
1677279913,11.2253125,82327,48.06233229,996.3764796,141.4403492,1,3,3
1677279914,11.20792969,82571,48.21750382,996.382572,141.3889318,1,3,3
1677279915,11.19425781,82408,48.33692647,996.3797789,141.4125043,1,3,3
1677279916,11.18292969,82408,48.46273756,996.3809179,141.4028911,1,3,3
1677279918,11.16828125,82734,48.62461768,996.3798427,141.4119661,1,2,2
1677279919,11.16515625,82327,48.76365905,996.3678833,141.5128994,1,2,2
1677279920,11.15578125,82408,48.93246535,996.3672618,141.5181441,1,2,2
1677279921,11.1471875,82571,49.10152087,996.3662722,141.5264967,1,2,2
1677279922,11.14230469,82816,49.26506984,996.364794,141.5389722,1,2,2
1677279923,11.13683594,82898,49.41653627,996.3707266,141.4889026,1,2,2
1677279925,11.12785156,83062,49.56774373,996.3707595,141.4886249,1,2,2
1677279926,11.12179688,83643,49.70721517,996.3689932,141.5035319,2,3,3
1677279927,11.1190625,84147,49.78617249,996.3761561,141.4430791,2,3,3
1677279928,11.12121094,84402,49.78641184,996.3747251,141.4551567,1,3,3
1677279929,11.11535156,84829,49.76746484,996.3766439,141.4389627,0,2,2
1677279931,11.10929688,85261,49.71801587,996.3815922,141.3972004,0,2,2
1677279932,11.10246094,85435,49.65021324,996.3885867,141.3381694,0,2,2
1677279933,11.09171875,86049,49.56982282,996.3890256,141.3344659,0,2,2
1677279934,11.08429688,86226,49.50810411,996.3899999,141.3262427,1,3,3
1677279935,11.08019531,86315,49.4467763,996.3898315,141.3276644,1,2,2
1677279937,11.07511719,86494,49.36102839,996.403132,141.2154141,1,2,2
1677279938,11.06574219,86673,49.48778317,996.4192929,141.0790259,0,1,1
1677279939,11.06085938,87033,49.43854867,996.4228486,141.0490176,0,1,1
1677279940,11.05167969,87305,49.3523532,996.4175142,141.0940364,0,1,1
1677279941,11.04015625,87214,49.2416272,996.404889,141.2005858,0,1,1
1677279943,11.026875,87579,49.47738964,996.4144916,141.1195454,0,0,0
1677279944,11.008125,87763,49.35362072,996.4333779,140.9601577,0,0,0
1677279945,10.97902344,88318,49.338241,996.4499928,140.8199408,0,1,1
1677279946,10.94074219,88692,49.35834067,996.4327328,140.9656017,0,0,0
1677279947,10.89699219,89069,49.23191805,996.4247492,141.0329777,0,0,0
1677279949,10.84933594,89450,49.21451592,996.4185917,141.0849431,0,0,0
1677279950,10.80050781,89545,49.1787653,996.412136,141.1394254,0,0,0
1677279951,10.75128906,89354,49.22803416,996.4285046,141.001285,0,0,0
1677279952,10.70480469,89069,49.22899985,996.4142195,141.1218423,0,0,0
1677279953,10.66574219,89545,49.32802591,996.4123878,141.1373001,0,0,0
1677279954,10.63,89354,49.24508531,996.4228346,141.0491358,0,0,0
1677279956,10.59679688,89069,49.5698496,996.4190865,141.0807674,0,0,0
1677279957,10.57042969,89069,49.64000262,996.4502951,140.8173899,0,0,0
1677279958,10.54894531,88318,49.76555877,996.4712474,140.6405711,0,0,0
1677279959,10.526875,89069,49.92773026,996.4777946,140.5853195,0,0,0
1677279960,10.50929688,88880,49.9806859,996.4650482,140.6928872,0,0,0
1677279962,10.4925,89450,50.15584923,996.4452273,140.8601578,0,0,0
1677279963,10.47863281,90318,50.2276109,996.4353573,140.9434526,0,0,0
1677279964,10.46398438,90221,50.29320115,996.4409457,140.8962915,0,0,0
1677279965,10.44601563,90415,50.32787554,996.4543729,140.7829763,0,0,0
